"""2017-04-06 09:24:39""","""买了个主卧的空调，宝贝不错，物流速度也挺快的，空调还是买格力的好，下次客厅要是有需要装空调再来这里买。","""a***7""",0
"""2017-04-06 18:42:46""","""好空调，格力造！！很不错，很安静，一直信格力，信董小姐！ 不错，满意！","""s***g""",4
"""2017-04-01 17:58:17""","""好空调，格力造啊！为了董小姐也必须买格力。就是格力啊你可长点心吧，别找什么日日顺物流合作啦！耽误我一整天的时间在家等空调，啥事都没有干成。催物流吧，送货的人家理都不理你！我买的海尔洗衣机人家都是自己海尔送货上门，速度那个快。当然格力家客服还是很不错?都帮忙催，虽然人家物流还是晚上六点才送到。尔康啊，记住以后别找日日顺啦！","""小***2""",0
"""2017-04-07 11:03:16""","""质量很不错，服务态度很好，很周到，快递也很快，价格实惠，值得购买！！！","""欣***j""",0
"""2017-04-07 18:31:51""","""安装工安全意识不行，安装时把一个拳头大的水泥块，从十六楼直接扔到楼下，万一砸到人，怎么办。","""g***5""",3
"""2017-04-07 06:06:16""","""上午拍的，下午就送货了，神速！第二天就安装好了！！送货和安装师傅态度都不错，家住17楼，家里原先有一台春兰空调，所以加了拆机费，再加上接了两米的铜管和两米的出水管，一共花了320，没算高空作业费！拍的时候是活动的第二百多名，在前三百内，留有照片为证，希望卖家诚信的送一台风扇，后面再追评！","""熊***妹""",4
"""2017-04-01 17:58:17""","""好空调，格力造啊！为了董小姐也必须买格力。就是格力啊你可长点心吧，别找什么日日顺物流合作啦！耽误我一整天的时间在家等空调，啥事都没有干成。催物流吧，送货的人家理都不理你！我买的海尔洗衣机人家都是自己海尔送货上门，速度那个快。当然格力家客服还是很不错?都帮忙催，虽然人家物流还是晚上六点才送到。尔康啊，记住以后别找日日顺啦！","""小***2""",0
"""2017-03-19 23:09:37""","""<b></b>此<b></b>用<b></b>户<b></b>没<b></b>有<b></b>填<b></b>写<b></b>评<b></b>论<b></b>!<b></b>","""t***9""",4
"""2017-04-20 22:58:29""","""上市公司就是不一样，从下单开始，一直有客服&ldquo;跟踪&rdquo;，昨天下单的，快递师傅今天中午就到了，还帮忙送上楼，快递师傅也相当不错，提前电话预约，非常有礼貌，然后打电话预约，下午就有师傅主动联系过来安装了，安装师傅也很好，没有乱收费任何东西，下次买电器就买格力的，质量真的可以，服务还非常不错，100个赞。","""此***羽""",3
"""2017-04-15 10:13:21""","""三个师傅过来安装，不到一小时就装好了。态度超级好的，钻孔墙弄脏了还说帮我擦好再走。空调很好高大上，装在宝宝房间他很喜欢呢。本来要买海尔的，犹豫再三还是选择了格力，希望格力售后也给力些。不要让人失望。","""生***你""",3
"""2017-04-19 11:16:58""","""还不错，比实体店便宜，就是安装花钱，打1个孔60，支架40，墙有保温层收20，一共120，可以接受。制冷热效果都不错，手机控制","""柠***3""",3
